ID,ideology,leadership,name,party,description,introduced_bills_118,cosponsored_bills_118,unique_cosponsors_118,total_cosponsors_118
456845,0.7055523154592549,0.2956581288739129,Fallon,Republican,rank-and-file Republican,19,231,122,166
456818,0.7084063775913938,0.5842434611179532,Feenstra,Republican,rank-and-file Republican,48,302,254,630
456869,0.6695387972561263,0.3416198817148414,Finstad,Republican,rank-and-file Republican,31,346,154,314
456868,0.5347977371512661,0.09786211752756456,Flood,Republican,centrist Republican follower ,14,217,49,70
456807,0.7426748234286249,0.4152071719537112,Franklin,Republican,conservative Republican,22,278,139,328
456836,0.6131391022408975,0.6300729693651914,Garbarino,Republican,moderate Republican leader,35,327,308,769
456849,0.5978879188204713,0.49043624672780145,Gonzales,Republican,rank-and-file Republican,34,252,169,339
456853,0.8423925074702823,0.5584268514769466,Good,Republican,conservative Republican,48,828,144,560
456843,0.6764355290945173,0.4353603939518465,Mace,Republican,rank-and-file Republican,67,467,195,329
456837,0.6303549243921117,0.6248225177127636,Malliotakis,Republican,moderate Republican leader,39,412,260,475
456832,0.35087144663477826,0.5606191393722221,Manning,Democrat,centrist Democrat,12,284,254,412
456827,0.6483437467412289,0.7261389002934857,McClain,Republican,moderate Republican leader,32,184,230,413
456820,0.8827115134767185,0.31718094601625646,Miller [IL15],Republican,conservative Republican,22,521,95,214
456851,0.5927154078321542,0.4067860498701794,Moore [UT1],Republican,rank-and-file Republican,34,174,170,269
456821,0.3182608997542599,0.12621686659227985,Mrvan,Democrat,centrist Democratic follower,5,244,16,17
456848,0.6833136177873499,0.5419887884433091,Nehls,Republican,rank-and-file Republican,33,347,236,425
456801,0.5957476379788287,0.20670395000322359,Obernolte,Republican,moderate Republican follower,20,248,80,90
456852,0.6921406618165487,0.4420442591260669,Owens,Republican,rank-and-file Republican,17,278,128,175
456830,0.7603885926661981,0.4287717955374025,Rosendale,Republican,conservative Republican,47,793,92,275
400367,0.7238789079436359,0.10128214441780466,Sessions,Republican,moderate Republican follower,17,316,46,48
456861,0.22430052669803224,0.3235048316089841,Stansbury,Democrat,rank-and-file Democrat,16,617,136,240
412515,0.6178576577255075,0.259390741056506,Valadao,Republican,rank-and-file Republican,26,469,110,183
456850,0.6960140662316521,0.6019739721451953,Van Duyne,Republican,rank-and-file Republican,29,292,89,143
456803,0.5379209594505254,0.547966041291182,Steel,Republican,centrist Republican,47,207,213,454
456825,0.25782418718738037,0.1496739502918173,Auchincloss,Democrat,moderate Democratic follower,7,250,39,42
456829,0.16497876027119326,0.4725643470360159,Bush,Democrat,rank-and-file Democrat,15,386,147,393
456835,0.2489286060800331,0.4380492384069929,Leger Fernandez,Democrat,rank-and-file Democrat,34,279,122,251
456831,0.30440280972044614,0.3159283302529082,Ross,Democrat,moderate Democratic follower,25,577,93,140
456802,0.5304248975943143,0.651341704901181,Kim [CA40],Republican,centrist Republican leader,38,300,253,535
456817,0.7498507953058884,0.694113796107451,Miller-Meeks,Republican,conservative Republican leader,45,390,274,663
400196,0.610389156749871,0.5970549854275123,Issa,Republican,rank-and-file Republican,42,198,264,578
456854,0.24157873564271434,0.4158906595388684,Strickland,Democrat,rank-and-file Democrat,16,348,174,283
456865,0.2435609772913069,0.3901237137817563,Cherfilus-McCormick,Democrat,rank-and-file Democrat,19,590,188,372
456855,0.635438245192994,0.396480858724198,Fitzgerald,Republican,rank-and-file Republican,26,199,115,213
456805,0.7814009938143314,0.45589540442250975,Boebert,Republican,conservative Republican,26,329,88,251
456800,0.7745702525697893,0.22861743291099196,Moore [AL2],Republican,lonley conservative Republican follower,22,395,94,131
456814,0.6186624616790265,0.3104715846692744,Greene,Republican,rank-and-file Republican,25,176,73,222
456870,0.4088512556544269,0.05552558356966949,Peltola,Democrat,centrist Democratic follower,23,308,28,38
456822,0.5342862499209599,0.32166782816357115,Spartz,Republican,centrist Republican,13,118,16,17
456871,0.38655662557846254,0.3132835781600807,Ryan,Democrat,centrist Democratic follower,17,351,167,235
456948,0.25327947773494797,0.38293835272056836,Balint,Democrat,rank-and-file Democrat,22,397,169,423
456901,0.3469266600783099,0.23013414977312355,Budzinski,Democrat,centrist Democratic follower,15,460,117,173
456945,0.2296636656811773,0.20630234309730414,Casar,Democrat,moderate Democratic follower,7,374,84,174
456944,0.258142874892949,0.3230557697681183,Crockett,Democrat,moderate Democratic follower,21,620,168,261
456936,0.3231484967576041,0.236397091995542,Deluzio,Democrat,centrist Democratic follower,19,475,117,201
456913,0.2847426506864131,0.1563113677363477,Foushee,Democrat,moderate Democratic follower,9,346,73,106
456885,0.2557602841383277,0.48312004014884685,Garcia [CA42],Democrat,rank-and-file Democrat,24,367,231,517
456923,0.265593949348162,0.2615500504651848,Goldman,Democrat,moderate Democratic follower,19,637,120,213
456884,0.24082830103865352,0.3880921109914915,Kamlager-Dove,Democrat,rank-and-file Democrat,29,442,165,433
456957,0.32717787560300327,0.003356790617149906,Kennedy,Democrat,centrist Democratic follower,2,161,2,2
456935,0.22636486408214226,0.2665772001305098,Lee [PA12],Democrat,moderate Democratic follower,10,454,121,220
456937,0.2824308914213049,0.2597705644164608,Magaziner,Democrat,moderate Democratic follower,17,522,121,211
456953,0.2697522397614919,0.27533363796932925,McClellan,Democrat,moderate Democratic follower,18,412,138,225
456915,0.4030246510442037,0.09044707081339116,Nickel,Democrat,centrist Democratic follower,10,429,47,52
456886,0.39063488865728463,0.09780477994896283,Pettersen,Democrat,centrist Democratic follower,24,482,49,67
456900,0.1921340279629491,0.1751972056570014,Ramirez,Democrat,moderate Democratic follower,9,521,74,135
456934,0.3007967936086382,0.2044800942828995,Salinas,Democrat,moderate Democratic follower,21,615,105,153
456902,0.4078465906011749,0.059128697112365146,Sorensen,Democrat,centrist Democratic follower,12,316,34,40
456897,0.2636029582878622,0.15088263443846828,Tokuda,Democrat,moderate Democratic follower,33,1014,77,137
456890,0.22853972927186375,0.4004572134336717,Frost,Democrat,rank-and-file Democrat,18,486,184,408
456905,0.2771414253339267,0.3623313060031358,Ivey,Democrat,rank-and-file Democrat,8,369,187,288
456899,0.279295098144904,0.18750843076929288,Jackson [IL1],Democrat,moderate Democratic follower,5,506,94,119
456904,0.2821270299146252,0.32753463411792344,McGarvey,Democrat,rank-and-file Democrat,24,335,152,280
456883,0.27419801878864863,0.14888248226050851,Mullin,Democrat,moderate Democratic follower,5,559,67,90
456906,0.3624232391780681,0.18349497126203243,Scholten,Democrat,centrist Democratic follower,10,313,98,123
456908,0.2651415738412118,0.1948439783077801,Thanedar,Democrat,moderate Democratic follower,27,567,103,133
456917,0.5440634566996588,0.25880903514912507,Kean,Republican,centrist Republican,27,388,121,176
456924,0.6636560738499936,0.6987923770028259,Lawler,Republican,moderate Republican leader,64,1222,355,1056
456893,0.3927893015827416,0.15904787892783945,Moskowitz,Democrat,centrist Democratic follower,16,478,80,91
456880,0.5476628067684952,0.2805592017855929,Ciscomani,Republican,centrist Republican,30,333,127,225
456892,0.5174678818599786,0.10954820647963764,Lee [FL15],Republican,centrist Republican follower ,15,195,48,61
456930,0.3185873458551352,0.3361154078533659,Sykes,Democrat,centrist Democrat,25,219,175,264
456910,0.5824476420607643,0.19496753962088836,Burlison,Republican,moderate Republican follower,19,253,66,143
456943,0.603043271092025,0.3800190105895936,De La Cruz,Republican,rank-and-file Republican,25,309,153,391
456914,0.5861836680478298,0.33362599254575975,Edwards,Republican,rank-and-file Republican,27,273,162,231
456938,0.5777335166067035,0.20896614562133145,Fry,Republican,moderate Republican follower,11,225,90,145
456951,0.618259256543904,0.2557485779702385,Hageman,Republican,rank-and-file Republican,31,296,102,199
456903,0.5978395026443615,0.09645969358144002,Houchin,Republican,moderate Republican follower,22,278,39,48
456946,0.5197293292063803,0.08077268219271007,Hunt,Republican,centrist Republican follower ,9,155,35,44
456927,0.6085990649038031,0.4056725312109852,Langworthy,Republican,rank-and-file Republican,30,353,194,405
456891,0.5867954138193777,0.2450522887479596,Paulina Luna,Republican,rank-and-file Republican,35,278,108,205
456942,0.48977093639127695,0.23592284504923952,Luttrell,Republican,centrist Republican follower ,20,144,106,160
456894,0.581902990312905,0.3831632155763889,McCormick,Republican,rank-and-file Republican,16,247,194,264
456940,0.5566662891912503,0.18520590506174095,Moran,Republican,centrist Republican follower ,20,216,89,111
456896,0.488644127442937,0.2823373325226865,Moylan,Republican,centrist Republican,30,330,141,224
456939,0.6624203222823336,0.35651051550920443,Ogles,Republican,rank-and-file Republican,75,398,118,464
456941,0.6287146723158268,0.24291768603002747,Self,Republican,moderate Republican follower,22,306,113,165
456950,0.5670819344763172,0.2766900989152106,Van Orden,Republican,rank-and-file Republican,31,308,137,220
456873,0.6106616534842124,0.15580673768205217,Yakym,Republican,moderate Republican follower,18,277,79,93
456911,0.553038562219876,0.11400478163501414,Ezell,Republican,centrist Republican follower ,12,207,50,68
456922,0.5551536981156654,0.23338827673215465,D'Esposito,Republican,centrist Republican follower ,32,441,109,219
456921,0.528817635798729,0.002304116053890966,Santos,Republican,centrist Republican follower ,40,153,2,2
412640,0.5646097308023544,0.2288029744120603,Zinke,Republican,moderate Republican follower,16,228,106,143
456898,0.5509864019962748,0.2912732712507703,Nunn,Republican,centrist Republican,53,413,138,261
456909,0.5394598565954978,0.32607084012526755,Alford,Republican,centrist Republican,24,190,151,272
456933,0.5278172154735641,0.17552612901933917,Chavez-DeRemer,Republican,centrist Republican follower ,24,385,86,119
456920,0.5464922005673639,0.28883071157073315,LaLota,Republican,centrist Republican,29,356,138,251
456925,0.396669098244548,0.34439431088373323,Molinaro,Republican,centrist Republican,48,466,163,393
456947,0.5046115345600299,0.32816026371561274,Kiggans,Republican,centrist Republican,22,283,154,258
456956,0.4242815024138196,0.11533545312803103,Maloy,Republican,centrist Republican follower ,15,69,47,67
456887,0.44471647325170105,0.33538051589528123,Caraveo,Democrat,centrist Democrat,39,604,163,345
456932,0.32216549075390666,0.17759539222280377,Hoyle,Democrat,centrist Democratic follower,11,308,85,126
456916,0.41514116578315424,0.11374884406853161,Jackson [NC14],Democrat,centrist Democratic follower,12,227,58,64
456949,0.46362979634802887,0.21228404867445694,Gluesenkamp Perez,Democrat,centrist Democratic follower,25,328,103,166
456912,0.5546355088425754,0.17257994482673242,Davis [NC1],Democrat,centrist Democratic follower,25,825,81,126
456955,0.3063884089540212,0.05607265662653917,Amo,Democrat,moderate Democratic follower,1,253,27,27
456928,0.3496490899909259,0.23524470788673524,Landsman,Democrat,centrist Democratic follower,15,382,124,179
456926,0.5678933930641781,0.1748187600340323,Williams [NY22],Republican,moderate Republican follower,17,338,77,106
456895,0.528406912726545,0.42187194769309244,Collins,Republican,centrist Republican,11,158,217,355
456929,0.518063320000079,0.158838225948465,Miller [OH7],Republican,centrist Republican follower ,17,206,77,90
456879,0.6339493759187195,0.11564991217259946,Crane,Republican,moderate Republican follower,16,771,43,75
456907,0.4720667886134191,0.402853547409139,James,Republican,centrist Republican,33,169,194,311
456888,0.5685338189826579,0.3052809682447198,Bean,Republican,rank-and-file Republican,18,215,138,216
456931,0.5807967743107458,0.22169445463605106,Brecheen,Republican,moderate Republican follower,18,260,79,184
456959,0.38913549749724247,0.0,Rulli,Republican,centrist Republican follower ,0,38,0,0
456919,0.397972221420567,0.14495774028596087,Vasquez,Democrat,centrist Democratic follower,28,254,68,131
456889,0.5690689170594306,0.1805018250774619,Mills,Republican,moderate Republican follower,15,230,76,110
456878,0.49691512868312715,0.19873701763324747,Strong,Republican,centrist Republican follower ,11,115,92,127
456918,0.28659060070511516,0.07897581772715477,Menendez,Democrat,moderate Democratic follower,11,257,39,55
456881,0.46723126859794734,0.25065013802017333,Kiley,Republican,centrist Republican,18,154,118,138
456882,0.46389821591951813,0.08393598755129676,Duarte,Republican,centrist Republican follower ,13,174,44,55
456960,0.42288136697977236,0.015347870886496603,Lopez,Republican,centrist Republican follower ,4,54,7,7
456958,0.39116231094497794,0.031687656521823336,Fong,Republican,centrist Republican follower ,4,46,17,19
456962,0.35832873764988227,0.009983477689495696,McIver,Democrat,centrist Democratic follower,0,3,0,0
